SiteInfor,Country,Latitude,Longitude,Elevation,MAT,MAP,ClimateType,SamplingDepth,SamplingThickness,SandPerc,SiltPerc,ClayPerc,Texture,SoilpH,CoverCrop,CoverCropGroup,GrainCrop,GrainCropGroup,Tillage_C,Tillage_T,Fertilization_C,Fertilization_T,Conservation_Type,ControlDescription,Yield_C,Yield_T,Weed_C,Weed_T
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,no tillage,no tillage,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC-NT,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,chisel plowing,chisel plowing,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","0 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","90 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,continuous tomato (Lycopersicum esculentum Mill) [3 years]; continuous silage corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Agricultural Research Station farm, Fort Valley State University, Fort Valley, Georgia",USA,32.57,-83.91,16,,,,0-to-20,20,65,25,,Sandy loam,6.5,hairy vetch (Vicia villosa Roth),Legume,Corn (Zea mays L.) [2 years],CV,moldboard plowing mixed,moldboard plowing mixed,"180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]","180 kg N/ha; [tomato only: 56 kg P/ha as superphosphate, 56 kg K/ha as KCl]; [corn only: 67 kg P/ha as superphosphate, 84 kg K/ha as KCl]",CC,No cover crop,,,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-15,15,65,25,,Sandy loam,6.25,Rye,Grass,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,6550,6460,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-15,15,65,25,,Sandy loam,6.25,"Mixture of legume cover crops containing balansa clover, crimson clover, and hairy vetch",LL,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,6550,7370,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-15,15,65,25,,Sandy loam,6.25,Rye/Blend,Mixed,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,6550,7680,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-15,15,65,25,,Sandy loam,6.25,Rye,Grass,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,6280,5440,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-15,15,65,25,,Sandy loam,6.25,"Mixture of legume cover crops containing balansa clover, crimson clover, and hairy vetch",LL,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,6280,2200,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-15,15,65,25,,Sandy loam,6.25,Rye/Blend,Mixed,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,6280,2530,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-5,5,65,25,,Sandy loam,6.25,Rye,Grass,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,,,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-5,5,65,25,,Sandy loam,6.25,"Mixture of legume cover crops containing balansa clover, crimson clover, and hairy vetch",LL,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,,,,
"Williams, Evans and Harrison farms, Bartow, Central Georgia, USA",USA,32.9,-82.48,72,17.83333333,1150,,0-to-5,5,65,25,,Sandy loam,6.25,Rye/Blend,Mixed,continuous cotton (G. hirsutum L.),Arable,,,,,CC,Fallow,,,,
